"","Binaria","Ordinal","rpb","Bin_0","Bin_1","Missing"
"1","Fuma","Há.quanto.tempo.em.São.Paulo.se.de.outro.local","-0.463069363258879","13","12","0"
"2","Fuma","Quantidade.de.cirurgias.na.coluna","0.219080652643125","94","18","34"
"3","Fuma","Intensidade.do.trabalho.cansativo","-0.0372533745173514","84","45","10"
"4","Fuma","Tempo.de.licença.médica","0.304352302063207","4","2","0"
"5","Fuma","Tempo.com.a.dor.nas.costas","-0.189567426515991","84","46","12"
"6","Fuma","Tempo.com.a.dor.que.irradia.para.as.pernas","-0.189297267626674","84","46","11"
"7","Fuma","Quantos.metros.consegue.andar.em.velocidade.normal","0.0905613858737134","83","46","6"
"8","Fuma","Intensidade.da.dor.nas.costas","0.101878463489346","114","46","21"
"9","Fuma","Intensidade.da.dor.nas.pernas","0.275285817799327","135","46","21"
"10","Fuma","IDADE","0.0303389515351804","147","46","9"
"11","Fuma","BPI_3_v1","0.157338036250837","151","46","39"
"12","Fuma","BPI_4_v1","0.0923312574811744","151","46","39"
"13","Fuma","BPI_5_v1","0.122635460043813","151","46","39"
"14","Fuma","BPI_6_v1","-0.125797542955501","78","46","7"
"15","Fuma","BPI_8_v1","-0.206128206307697","106","33","21"
"16","Fuma","BPI_9a_v1","0.241653404676302","148","45","39"
"17","Fuma","BPI_9b_v1","0.19311165248991","148","45","39"
"18","Fuma","BPI_9c_v1","0.119557544726152","148","45","39"
"19","Fuma","BPI_9d_v1","0.148159406179868","148","45","39"
"20","Fuma","BPI_9e_v1","0.163879984344506","148","45","39"
"21","Fuma","BPI_9f_v1","0.280499646380353","148","45","39"
"22","Fuma","BPI_9g_v1","0.200008219675391","148","45","39"
"23","Fuma","Oswestry1_v1","0.0329733989628633","148","45","39"
"24","Fuma","Oswestry2_v1","0.0296804799223146","148","45","39"
"25","Fuma","Oswestry3_v1","-0.0233950739957337","148","45","39"
"26","Fuma","Oswestry4_v1","-0.0141178304057316","148","45","39"
"27","Fuma","Oswestry5_v1","-0.0163538492380313","148","45","39"
"28","Fuma","Oswestry6_v1","0.0323581573127939","148","45","39"
"29","Fuma","Oswestry7_v1","0.106431065286907","148","45","39"
"30","Fuma","Oswestry8_v1","-0.0842156202858341","148","45","39"
"31","Fuma","Oswestry9_v1","-0.00757784450004015","148","45","39"
"32","Fuma","Oswestry10_v1","-0.0831929672646481","148","45","39"
"33","Fuma","Somatoria_Owestry","-0.00576613053556444","148","45","39"
"34","Fuma","Ord_RMDQ","0.124377522833013","148","45","39"
"35","Fuma","SF12_M1_1_v1","-0.0811442932466219","148","45","39"
"36","Fuma","SF12_M1_2_v1","-0.0952951817879108","148","45","39"
"37","Fuma","SF12_M1_3_v1","-0.00793300160294897","148","45","39"
"38","Fuma","SF12_M1_4_v1","-0.0174549518008975","148","45","39"
"39","Fuma","SF12_M1_5_v1","-0.0039908852968347","148","45","39"
"40","Fuma","SF12_M1_6_v1","-0.0878279840228916","148","45","39"
"41","Fuma","SF12_M1_7_v1","-0.113793768135503","148","45","39"
"42","Fuma","SF12_M1_8_v1","0.0649995975847712","148","45","39"
"43","Fuma","SF12_M1_9_v1","0.035997214745923","148","45","39"
"44","Fuma","SF12_M1_10_v1","0.0139461050654631","148","45","39"
"45","Fuma","SF12_M1_11_v1","-0.0322903163582125","148","45","39"
"46","Fuma","SF12_M1_12_v1","0.0964818984299572","148","45","39"
"47","Cirurgia_coluna","Há.quanto.tempo.em.São.Paulo.se.de.outro.local","-0.61313001698415","14","7","4"
"48","Cirurgia_coluna","Quantidade.de.cirurgias.na.coluna","0.863549537927935","75","55","16"
"49","Cirurgia_coluna","Intensidade.do.trabalho.cansativo","-0.127410225065","66","56","17"
"50","Cirurgia_coluna","Tempo.de.licença.médica","-0.9999","1","2","3"
"51","Cirurgia_coluna","Tempo.com.a.dor.nas.costas","0.0599722393311926","68","58","16"
"52","Cirurgia_coluna","Tempo.com.a.dor.que.irradia.para.as.pernas","0.116972799688928","67","57","17"
"53","Cirurgia_coluna","Quantos.metros.consegue.andar.em.velocidade.normal","0.0604613601953598","63","55","17"
"54","Cirurgia_coluna","Intensidade.da.dor.nas.costas","-0.0230483886761674","97","67","17"
