"","Binaria","Ordinal","rpb"
"1","Fuma","Há.quanto.tempo.em.São.Paulo.se.de.outro.local","-0.463069363258879"
"2","Fuma","Quantidade.de.cirurgias.na.coluna","0.219080652643125"
"3","Fuma","Intensidade.do.trabalho.cansativo","-0.0372533745173514"
"4","Fuma","Tempo.de.licença.médica","0.304352302063207"
"5","Fuma","Tempo.com.a.dor.nas.costas","-0.189567426515991"
"6","Fuma","Tempo.com.a.dor.que.irradia.para.as.pernas","-0.189297267626674"
"7","Fuma","Quantos.metros.consegue.andar.em.velocidade.normal","0.0905613858737134"
"8","Fuma","Intensidade.da.dor.nas.costas","0.101878463489346"
"9","Fuma","Intensidade.da.dor.nas.pernas","0.275285817799327"
"10","Fuma","IDADE","0.0303389515351804"
"11","Fuma","BPI_3_v1","0.157338036250837"
"12","Fuma","BPI_4_v1","0.0923312574811744"
"13","Fuma","BPI_5_v1","0.122635460043813"
"14","Fuma","BPI_6_v1","-0.125797542955501"
"15","Fuma","BPI_8_v1","-0.206128206307697"
"16","Fuma","BPI_9a_v1","0.241653404676302"
"17","Fuma","BPI_9b_v1","0.19311165248991"
"18","Fuma","BPI_9c_v1","0.119557544726152"
"19","Fuma","BPI_9d_v1","0.148159406179868"
"20","Fuma","BPI_9e_v1","0.163879984344506"
"21","Fuma","BPI_9f_v1","0.280499646380353"
"22","Fuma","BPI_9g_v1","0.200008219675391"
"23","Fuma","Oswestry1_v1","0.0329733989628633"
"24","Fuma","Oswestry2_v1","0.0296804799223146"
"25","Fuma","Oswestry3_v1","-0.0233950739957337"
"26","Fuma","Oswestry4_v1","-0.0141178304057316"
"27","Fuma","Oswestry5_v1","-0.0163538492380313"
"28","Fuma","Oswestry6_v1","0.0323581573127939"
"29","Fuma","Oswestry7_v1","0.106431065286907"
"30","Fuma","Oswestry8_v1","-0.0842156202858341"
"31","Fuma","Oswestry9_v1","-0.00757784450004015"
"32","Fuma","Oswestry10_v1","-0.0831929672646481"
"33","Fuma","Somatoria_Owestry","-0.00576613053556444"
"34","Fuma","Ord_RMDQ","0.164519751669718"
"35","Cirurgia_coluna","Há.quanto.tempo.em.São.Paulo.se.de.outro.local","-0.61313001698415"
"36","Cirurgia_coluna","Quantidade.de.cirurgias.na.coluna","0.863549537927935"
"37","Cirurgia_coluna","Intensidade.do.trabalho.cansativo","-0.127410225065"
"38","Cirurgia_coluna","Tempo.de.licença.médica","-0.9999"
"39","Cirurgia_coluna","Tempo.com.a.dor.nas.costas","0.0599722393311926"
"40","Cirurgia_coluna","Tempo.com.a.dor.que.irradia.para.as.pernas","0.116972799688928"
"41","Cirurgia_coluna","Quantos.metros.consegue.andar.em.velocidade.normal","0.0604613601953598"
"42","Cirurgia_coluna","Intensidade.da.dor.nas.costas","-0.0230483886761674"
"43","Cirurgia_coluna","Intensidade.da.dor.nas.pernas","0.254094569408531"
"44","Cirurgia_coluna","IDADE","0.0293669103146815"
"45","Cirurgia_coluna","BPI_3_v1","-0.0156351414823113"
"46","Cirurgia_coluna","BPI_4_v1","0.0331859163026207"
"47","Cirurgia_coluna","BPI_5_v1","-0.0166483808681267"
"48","Cirurgia_coluna","BPI_6_v1","-0.0997827808831436"
"49","Cirurgia_coluna","BPI_8_v1","0.0368976051282242"
"50","Cirurgia_coluna","BPI_9a_v1","0.0555461904249555"
"51","Cirurgia_coluna","BPI_9b_v1","0.0526025521635684"
"52","Cirurgia_coluna","BPI_9c_v1","0.0413062894236808"
"53","Cirurgia_coluna","BPI_9d_v1","0.033119725250751"
"54","Cirurgia_coluna","BPI_9e_v1","0.0300050494379477"
"55","Cirurgia_coluna","BPI_9f_v1","-0.0180865356226938"
"56","Cirurgia_coluna","BPI_9g_v1","0.0268404101551423"
"57","Cirurgia_coluna","Oswestry1_v1","0.0209492874833678"
"58","Cirurgia_coluna","Oswestry2_v1","0.0770812048105803"
"59","Cirurgia_coluna","Oswestry3_v1","0.106178534371235"
"60","Cirurgia_coluna","Oswestry4_v1","0.063493419740449"
"61","Cirurgia_coluna","Oswestry5_v1","0.136686588840347"
"62","Cirurgia_coluna","Oswestry6_v1","0.114236550509423"
"63","Cirurgia_coluna","Oswestry7_v1","0.0543943936079304"
"64","Cirurgia_coluna","Oswestry8_v1","0.01776383050622"
"65","Cirurgia_coluna","Oswestry9_v1","0.0499655987199248"
"66","Cirurgia_coluna","Oswestry10_v1","-0.0080524403241164"
"67","Cirurgia_coluna","Somatoria_Owestry","0.0659554366168211"
"68","Cirurgia_coluna","Ord_RMDQ","0.0653843972827684"
"69","Aposentado","Há.quanto.tempo.em.São.Paulo.se.de.outro.local","0.131688154007092"
"70","Aposentado","Quantidade.de.cirurgias.na.coluna","0.191117236578527"
"71","Aposentado","Intensidade.do.trabalho.cansativo","-0.505101728054782"
"72","Aposentado","Tempo.de.licença.médica","-0.500007353389554"
"73","Aposentado","Tempo.com.a.dor.nas.costas","0.0100163149904319"
"74","Aposentado","Tempo.com.a.dor.que.irradia.para.as.pernas","-0.109308172896149"
"75","Aposentado","Quantos.metros.consegue.andar.em.velocidade.normal","-0.214881234857641"
"76","Aposentado","Intensidade.da.dor.nas.costas","0.121355022425877"
"77","Aposentado","Intensidade.da.dor.nas.pernas","0.092038785242803"
"78","Aposentado","IDADE","0.5859499925336"
"79","Aposentado","BPI_3_v1","0.00222242620416838"
"80","Aposentado","BPI_4_v1","-0.0572175203446417"
"81","Aposentado","BPI_5_v1","0.00516459107999291"
"82","Aposentado","BPI_6_v1","-0.021667004847569"
"83","Aposentado","BPI_8_v1","-0.21283575194427"
"84","Aposentado","BPI_9a_v1","0.00891351053792376"
"85","Aposentado","BPI_9b_v1","-0.0294085721866217"
"86","Aposentado","BPI_9c_v1","-0.0149361163989421"
"87","Aposentado","BPI_9d_v1","0.0383149474771877"
"88","Aposentado","BPI_9e_v1","-0.0567163893499877"
"89","Aposentado","BPI_9f_v1","0.0661518817839909"
"90","Aposentado","BPI_9g_v1","0.0692289954040315"
"91","Aposentado","Oswestry1_v1","-0.00219633784076124"
"92","Aposentado","Oswestry2_v1","0.111539027490766"
"93","Aposentado","Oswestry3_v1","-0.0704223720756232"
"94","Aposentado","Oswestry4_v1","0.0106941249431086"
"95","Aposentado","Oswestry5_v1","-0.0956833862059094"
"96","Aposentado","Oswestry6_v1","-0.0742276689956241"
"97","Aposentado","Oswestry7_v1","0.0164423488871353"
"98","Aposentado","Oswestry8_v1","-0.081900037034114"
"99","Aposentado","Oswestry9_v1","-0.0971216165768994"
"100","Aposentado","Oswestry10_v1","-0.0458230013373927"
"101","Aposentado","Somatoria_Owestry","-0.0354672850823945"
"102","Aposentado","Ord_RMDQ","0.0880169715316839"
"103","Desempregado","Há.quanto.tempo.em.São.Paulo.se.de.outro.local","-0.219511225305394"
"104","Desempregado","Quantidade.de.cirurgias.na.coluna","0.24589518694582"
"105","Desempregado","Intensidade.do.trabalho.cansativo","-0.383928223216064"
"106","Desempregado","Tempo.de.licença.médica","0.608704604126414"
"107","Desempregado","Tempo.com.a.dor.nas.costas","0.168780340750796"
"108","Desempregado","Tempo.com.a.dor.que.irradia.para.as.pernas","-0.0911850095973537"
"109","Desempregado","Quantos.metros.consegue.andar.em.velocidade.normal","-0.122762559231319"
"110","Desempregado","Intensidade.da.dor.nas.costas","0.33508141402358"
"111","Desempregado","Intensidade.da.dor.nas.pernas","0.0978301618203458"
"112","Desempregado","IDADE","0.0464266122402861"
"113","Desempregado","BPI_3_v1","0.0547647687261911"
"114","Desempregado","BPI_4_v1","0.0661505918796811"
"115","Desempregado","BPI_5_v1","0.0282589921234608"
"116","Desempregado","BPI_6_v1","0.177855636994445"
"117","Desempregado","BPI_8_v1","0.035238270788469"
"118","Desempregado","BPI_9a_v1","-0.0179365861919293"
"119","Desempregado","BPI_9b_v1","-0.0534783137165518"
"120","Desempregado","BPI_9c_v1","0.0891434448424727"
"121","Desempregado","BPI_9d_v1","0.0323206501915181"
"122","Desempregado","BPI_9e_v1","-0.0250891733575692"
"123","Desempregado","BPI_9f_v1","0.0460141142836209"
"124","Desempregado","BPI_9g_v1","-0.0427948548280793"
"125","Desempregado","Oswestry1_v1","0.0275721562595682"
"126","Desempregado","Oswestry2_v1","0.0432661788855184"
"127","Desempregado","Oswestry3_v1","0.0140998950064346"
"128","Desempregado","Oswestry4_v1","0.000574308962257039"
"129","Desempregado","Oswestry5_v1","-0.0166892807633245"
"130","Desempregado","Oswestry6_v1","0.062349308598581"
